iter	Passed	Remaining
697	4895	2118
698	4903	2111
699	4910	2104
700	4915	2096
701	4920	2088
702	4925	2080
703	4930	2073
704	4935	2065
705	4940	2057
706	4944	2049
707	4949	2041
708	4955	2033
709	4960	2026
710	4969	2020
711	4975	2012
712	4980	2004
713	4985	1997
714	4990	1989
715	4995	1981
716	5001	1974
717	5005	1966
718	5010	1958
719	5015	1950
720	5019	1942
721	5024	1934
722	5029	1926
723	5034	1919
724	5039	1911
725	5045	1904
726	5050	1896
727	5056	1889
728	5061	1881
729	5070	1875
730	5075	1867
731	5080	1860
732	5086	1852
733	5092	1845
734	5103	1839
735	5109	1832
736	5115	1825
737	5122	1818
738	5128	1811
739	5133	1803
740	5138	1795
741	5144	1788
742	5149	1781
743	5154	1773
744	5160	1766
745	5164	1758
746	5170	1751
747	5175	1743
748	5181	1736
749	5187	1729
750	5191	1721
751	5196	1713
752	5200	1705
753	5205	1698
754	5210	1690
755	5214	1682
756	5221	1676
757	5226	1668
758	5230	1660
759	5235	1653
760	5240	1645
761	5244	1638
762	5249	1630
763	5255	1623
764	5260	1615
765	5264	1608
766	5269	1600
767	5274	1593
768	5278	1585
769	5284	1578
770	5288	1570
771	5294	1563
772	5296	1555
773	5301	1547
774	5305	1540
775	5310	1532
776	5315	1525
777	5320	1518
778	5325	1510
779	5329	1503
780	5334	1495
781	5338	1488
782	5343	1480
783	5352	1474
784	5354	1466
785	5358	1459
786	5365	1452
787	5371	1445
788	5377	1438
789	5382	1430
790	5389	1423
791	5394	1416
792	5399	1409
793	5403	1401
794	5408	1394
795	5413	1387
796	5418	1380
797	5422	1372
798	5427	1365
799	5432	1358
800	5436	1350
801	5441	1343
802	5447	1336
803	5453	1329
804	5457	1322
805	5463	1315
806	5470	1308
807	5481	1302
808	5488	1295
809	5493	1288
810	5497	1281
811	5502	1273
812	5507	1266
813	5512	1259
814	5517	1252
815	5522	1245
816	5528	1238
817	5534	1231
818	5544	1225
819	5550	1218
820	5556	1211
821	5561	1204
822	5568	1197
823	5576	1191
824	5581	1183
825	5586	1176
826	5594	1170
827	5608	1165
828	5617	1158
829	5626	1152
830	5636	1146
831	5648	1140
832	5655	1133
833	5662	1127
834	5669	1120
835	5676	1113
836	5682	1106
837	5688	1099
838	5694	1092
839	5703	1086
840	5709	1079
841	5715	1072
842	5721	1065
843	5726	1058
844	5739	1052
845	5746	1045
846	5752	1039
847	5757	1032
848	5764	1025
849	5770	1018
850	5776	1011
851	5780	1004
852	5786	997
853	5793	990
854	5803	984
855	5809	977
856	5815	970
857	5823	963
858	5829	956
859	5835	949
860	5840	942
861	5845	935
862	5851	928
863	5856	921
864	5865	915
865	5871	908
866	5876	901
867	5881	894
868	5887	887
869	5893	880
870	5900	873
871	5905	866
872	5910	859
873	5915	852
874	5922	846
875	5927	839
876	5933	832
877	5938	825
878	5943	818
879	5948	811
880	5954	804
881	5960	797
882	5966	790
883	5971	783
884	5977	776
885	5982	769
886	5992	763
887	5998	756
888	6002	749
889	6008	742
890	6014	735
891	6019	728
892	6027	722
893	6033	715
894	6038	708
895	6044	701
896	6051	694
897	6056	687
898	6061	681
899	6067	674
900	6072	667
901	6077	660
902	6082	653
903	6089	646
904	6095	639
905	6101	633
906	6107	626
907	6114	619
908	6125	613
909	6130	606
910	6135	599
911	6141	592
912	6147	585
913	6155	579
914	6161	572
915	6167	565
916	6172	558
917	6179	551
918	6185	545
919	6192	538
920	6197	531
921	6202	524
922	6209	518
923	6215	511
924	6222	504
925	6228	497
926	6234	490
927	6241	484
928	6251	477
929	6256	470
930	6261	464
931	6265	457
932	6270	450
933	6276	443
934	6280	436
935	6286	429
936	6291	422
937	6296	416
938	6301	409
939	6306	402
940	6311	395
941	6316	388
942	6321	382
943	6326	375
944	6331	368
945	6335	361
946	6341	354
947	6347	348
948	6352	341
949	6357	334
950	6362	327
951	6367	321
952	6374	314
953	6382	307
954	6387	300
955	6393	294
956	6398	287
957	6402	280
958	6413	274
959	6417	267
960	6422	260
961	6429	253
962	6435	247
963	6444	240
964	6450	233
965	6455	227
966	6461	220
967	6465	213
968	6471	207
969	6477	200
970	6482	193
971	6484	186
972	6489	180
973	6494	173
974	6498	166
975	6503	159
976	6509	153
977	6514	146
978	6518	139
979	6523	133
980	6528	126
981	6533	119
982	6539	113
983	6544	106
984	6549	99
985	6554	93
986	6559	86
987	6573	79
988	6579	73
989	6585	66
990	6589	59
991	6594	53
992	6599	46
993	6606	39
994	6612	33
995	6616	26
996	6621	19
997	6626	13
998	6631	6
999	6636	0
84	7716	117
985	7721	109
986	7726	101
987	7731	93
988	7736	86
989	7741	78
990	7745	70
991	7750	62
992	7755	54
993	7760	46
994	7767	39
995	7772	31
996	7777	23
997	7781	15
998	7786	7
999	7791	0
42	18445	1114
943	18463	1095
944	18487	1075
945	18516	1056
946	18543	1037
947	18562	1018
948	18592	999
949	18605	979
950	18623	959
951	18671	941
952	18688	921
953	18705	901
954	18723	882
955	18735	862
956	18765	843
957	18783	823
958	18792	803
959	18802	783
960	18813	763
961	18822	743
962	18829	723
963	18837	703
964	18846	683
965	18853	663
966	18862	643
967	18869	623
968	18887	604
969	18895	584
970	18906	564
971	18913	544
972	18920	525
973	18928	505
974	18936	485
975	18944	465
976	18949	446
977	18956	426
978	18962	406
979	18971	387
980	18978	367
981	18984	347
982	18990	328
983	18995	308
984	19007	289
985	19013	269
986	19020	250
987	19026	231
988	19033	211
989	19043	192
990	19055	173
991	19063	153
992	19073	134
993	19082	115
994	19097	95
995	19109	76
996	19117	57
997	19137	38
998	19149	19
999	19158	0
